55.660472	37.76329872	234	20	102	3
55.6076454	42.201528	235	60	105	1
55.6044873	37.2508568	85	60	21	2
55.6065427	37.7245199	344	20	102	2
55.6094282	37.6135087	287	60	1	1
55.6088458	38.0746522	309	20	102	2
55.6052085	31.1691034	240	40	102	2
55.6021175	31.1964405	208	40	102	2
55.6040721	31.1928248	299	40	22	2
55.6025599	31.16081	240	40	102	2
55.6030362	37.7304201	70	60	12	1
55.6031022	37.7303688	250	60	1	1
55.6086781	31.1981946	300	40	102	1
55.6087902	31.1978781	118	40	102	1
55.600287	31.1867845	214	40	102	1
55.6042319	38.0806732	295	20	102	2
55.6006325	37.5403047	201	60	1	1
55.6057963	37.5234436	20	60	13	1
55.601275	37.529093	201	60	1	1
55.6078755	37.6213057	108	60	11	1
55.6046661	37.6316446	121	60	11	1
55.6083591	37.6196367	292	60	11	1
55.6047758	37.6317798	301	60	11	1
55.604398	42.181175	272	90	107	1
55.605174	42.195266	237	90	107	1
55.6086084	37.3565111	67	60	7	1
55.608129	37.3517121	335	60	7	1
55.6052555	38.8480747	68	40	104	1
55.6028503	38.8457036	44	60	100	1
55.605544	38.8482356	165	20	104	1
55.6049183	38.846519	248	20	104	1
55.6046572	38.8462722	341	20	104	1
55.6038373	38.8467604	160	40	104	1
55.603463	38.8466585	43	20	104	1
55.6064661	37.3541111	143	60	100	1
55.6019569	37.3563292	15	20	102	1
55.6020963	37.356348	194	20	102	1
55.601493	38.454247	103	60	4	1
55.6020062	37.6371378	149	60	201	1
55.6094295	37.6034385	285	20	102	1
55.6033492	42.1730531	50	90	107	1
55.6053979	37.3550713	336	60	3	1
55.6049843	37.3552966	155	60	1	1
55.6021018	37.5027502	324	100	11	1
55.6003112	37.3218548	65	90	1	1
55.6085236	37.3519921	245	90	203	1
55.602766	38.1091905	299	10	103	2
55.6006082	39.5054626	185	40	100	1
55.609868	36.6929412	326	60	100	1
55.6066338	42.1994627	343	60	100	1
55.6042373	36.6229758	310	20	21	1
55.6022669	36.4462477	94	60	100	1
55.6066401	36.4928323	218	60	100	1
55.6074844	36.4221078	116	50	100	1
55.6073387	42.0259291	340	60	6	1
55.6073569	42.0259291	181	60	6	1
55.6097049	36.3902271	99	60	100	1
55.6000809	37.0067757	166	60	100	1
55.606059	37.003202	319	60	100	1
55.601178	36.4584088	273	60	4	1
55.6073418	36.9888346	354	40	102	2
55.6023511	36.9972435	78	90	1	1
55.6063631	38.0749816	206	20	102	2
55.6067903	38.0706418	116	20	102	1
55.6067237	38.0708402	294	20	102	1
55.6037043	37.5424207	21	60	201	1
55.604657	37.5457495	30	10	102	1
55.6068934	37.5476432	12	10	102	1
55.601037	37.55441	325	40	101	1
55.6010979	42.0305264	335	40	6	2
55.60049	38.0869496	319	20	102	2
55.6067388	38.1053817	212	40	21	2
55.6022175	38.1088257	143	60	21	1
55.6022228	36.4469753	94	60	4	1
55.6045025	38.5289562	18	10	21	1
55.6020054	38.0845302	317	20	102	2
55.60681	65.01353	143	90	107	1
55.60406	65.01792	313	90	107	1
55.6068024	38.0400324	335	60	100	1
55.602966	38.8733304	144	40	22	2
55.6021457	37.6050961	195	80	11	1
55.6049548	37.2919214	316	20	102	1
55.605008	27.124983	152	60	100	1
55.604508	37.013866	258	90	101	1
55.603846	28.078066	316	80	104	2
55.607322	48.733912	195	90	22	2
55.6067358	28.6541247	340	90	103	1
55.6025091	28.6455004	50	90	103	1
55.60375	38.8707073	49	20	102	2
55.6026577	38.8684667	53	20	102	2
55.6022945	44.5532405	90	40	101	1
55.604141	44.5444965	155	60	100	1
55.6043055	38.1291139	307	20	102	2
55.6077199	39.1996688	212	20	102	2
55.6010537	38.0899644	322	20	102	1
55.6093447	38.1167919	306	20	102	2
55.6048025	39.18015	348	10	102	2
55.6045756	39.1974569	192	20	102	1
55.603114	37.6058847	15	80	13	1
55.6065146	37.9679453	339	10	102	2
55.6038055	37.9702145	324	20	102	2
55.601833	94.168435	36	60	100	1
55.6086902	38.1078386	216	10	102	2
55.6070509	38.1223655	305	20	102	2
55.6031449	38.4399176	101	60	100	1
55.60816	38.4488922	55	30	103	2
55.60082	84.014518	267	90	1	1
55.609575	37.5372577	21	40	22	1
55.602283	37.814956	270	30	102	2
55.605521	38.421324	106	60	6	1
55.6090811	37.5911379	8	40	101	1
55.605445	37.164142	182	60	100	1
55.6085482	37.2856439	319	20	102	1
55.6098079	37.7228864	164	20	102	1
55.60686	37.2885172	321	20	102	1
55.6052822	37.2913518	315	20	102	1
55.6037141	37.2941589	311	20	102	1
55.6089436	37.2994848	226	40	102	1
55.6091573	37.2998704	226	40	102	1
55.6009931	37.9799348	65	20	102	1
55.6012953	37.3046887	312	60	100	1
55.6067237	37.5120825	18	40	101	1
55.603671	37.54236	202	40	101	1
55.6090395	37.9676427	340	20	102	2
55.60784	37.96819	40	20	102	1
55.6009371	37.9797632	311	40	102	1
55.6010628	37.9796612	157	10	102	1
55.6085746	38.1071305	127	10	102	1
55.6074388	52.2785604	200	60	5	1
55.6078673	37.9682061	255	20	102	1
55.6077569	37.9797202	342	10	102	1
55.6026569	37.5489467	290	40	102	1
55.6025886	37.5487942	110	40	102	1
55.6058388	38.0533576	269	20	102	2
55.6059116	38.0468989	270	20	102	2
55.6057722	38.0424786	319	40	105	1
55.6046025	38.0617792	341	50	5	1
55.603981	38.095861	303	20	102	1
55.6070872	38.3994645	287	40	104	1
55.602225	37.817018	90	20	102	1
55.6010282	37.9802797	281	10	102	1
55.6048964	38.4252297	283	60	100	1
55.6013528	38.1361495	306	20	102	2
55.6040699	38.118865	335	40	101	1
55.6077458	38.1084081	126	20	102	1
55.6081333	60.4319116	268	90	103	1
55.6096386	52.0029259	117	60	101	1
55.600879	36.984728	79	90	6	1
55.6082963	60.4367888	87	50	104	1
55.602563	37.1657771	234	10	102	2
55.604572	38.5289561	150	10	21	1
55.6090721	60.4395802	218	50	104	1
55.60575	37.71986	165	60	13	1
55.6033388	37.1676064	233	10	102	2
55.6056206	37.546404	201	10	102	2
55.604917	38.061522	154	40	102	1
55.604249	38.1047041	300	20	102	2
55.6083115	89.0775615	241	90	5	1
55.6070814	38.075616	205	20	102	2
55.6091731	43.9850762	179	60	100	1
55.6076964	37.5476862	184	10	102	2
55.6086569	37.5477934	181	10	102	2
55.6051978	37.1051705	339	60	100	1
55.607311	37.103798	160	60	22	2
55.6040962	38.0903588	163	20	102	1
55.6032994	38.0904901	16	20	102	1
55.601355	37.826065	100	10	102	2
55.601989	37.819035	99	10	102	2
55.6030145	23.1274438	283	50	1	2
55.6004022	38.1104136	332	30	102	2
55.6049844	36.801952	251	20	103	2
55.6038687	37.3353284	65	90	1	1
55.608756	37.00153	216	40	104	1
55.607324	37.3483241	65	90	13	1
55.6004749	37.3214793	245	90	13	1
55.604667	37.5457614	201	10	102	1
55.600465	38.868291	345	20	103	1
55.6053763	42.195747	65	40	100	1
55.6032691	38.865155	140	20	102	1
55.6028115	38.8658416	321	20	102	1
55.6060904	38.1396657	271	30	102	1
55.6074327	38.0952322	301	20	102	2
55.6027115	38.1200051	334	30	102	2
55.6071843	38.1107891	217	20	22	2
55.6057714	38.0425689	270	40	105	2
55.6080501	38.107014	38	20	102	2
55.6063818	38.0584128	70	20	102	1
55.6061642	37.5471146	287	10	102	2
55.6068994	37.5476444	182	10	102	1
55.6066267	42.1991998	55	60	6	2
55.6089235	36.2338328	232	50	104	1
55.600726	37.142424	260	20	102	2
55.6096174	37.6114959	105	60	22	1
55.6094131	31.1579462	98	60	100	1
55.6030958	36.4334792	284	50	100	1
55.6027388	52.0282137	296	60	5	2
55.6024448	37.3483604	331	40	22	1
